brand,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
Mahindra,2009,170000,0,1,1,3,13.6,2523.0,63.0,7.0,12.611537753638338
Maruti,2009,100000,1,1,1,1,19.7,796.0,46.3,5.0,11.813030057420567
BMW,2019,7500,0,0,0,1,16.78,1995.0,190.0,5.0,15.501909511534503
Honda,2006,70000,1,1,1,2,13.5,1799.0,130.0,5.0,11.703545824578878
Hyundai,2018,20000,1,1,1,1,20.14,1197.0,81.86,5.0,13.369223455335854
Toyota,2013,79328,0,2,1,2,12.99,2494.0,100.6,7.0,13.527828485512494
Maruti,2015,32000,0,1,1,1,26.59,1248.0,74.0,5.0,13.329377546788654
Ford,2009,140000,0,1,1,2,13.8,1399.0,68.0,5.0,11.84939770159144
Skoda,2006,120000,1,1,1,3,13.1,1781.0,149.5,5.0,11.512925464970229
Honda,2017,20000,1,1,0,1,18.0,1497.0,117.6,5.0,13.9108207377686
Chevrolet,2013,139000,0,1,1,1,25.44,936.0,57.6,5.0,11.736069016284437
Mahindra,2012,120000,0,1,1,2,12.05,2179.0,120.0,9.0,13.017002861746503
Chevrolet,2015,110000,0,1,1,2,13.58,2499.0,72.4,10.0,13.270783382522602
Honda,2011,50000,1,1,1,1,15.5,1799.0,132.0,5.0,12.765688433465597
Ford,2015,70670,1,2,0,1,16.5,1499.0,110.0,5.0,13.345506928718539
Mahindra,2015,65000,0,1,1,1,15.1,2179.0,140.0,7.0,13.864300722133706
Volkswagen,2018,75000,0,1,0,1,21.5,1498.0,108.5,5.0,13.764217263576723
BMW,2019,7500,0,0,0,1,16.78,1995.0,190.0,5.0,15.501909511534503
Maruti,2019,5621,1,2,0,1,22.0,1197.0,81.8,5.0,13.38472764187182
Hyundai,2017,14000,1,1,1,1,19.1,1197.0,82.0,5.0,13.321214236149494
Maruti,2017,37000,1,0,1,1,21.01,1197.0,81.8,5.0,13.337474757021274
Hyundai,2019,16000,1,1,0,1,17.4,1197.0,81.86,5.0,13.487006490992238
Honda,2007,60000,1,1,1,3,17.7,1497.0,78.0,5.0,12.345830240069793
Tata,2010,50000,1,1,1,3,26.0,624.0,35.0,4.0,10.915088464214607
Toyota,2003,149032,0,1,1,1,19.383089105743082,1248.0,82.85,5.0,12.206072645530174
Ford,2011,100000,0,1,1,1,20.0,1399.0,68.0,5.0,12.301382825334498
Toyota,2018,20000,0,1,1,1,13.68,2393.0,147.8,8.0,14.316285845876763
Maruti,2016,60000,0,1,1,1,24.3,1248.0,88.5,5.0,13.567049198665774
Hyundai,2012,70000,0,1,1,1,22.32,1582.0,126.32,5.0,13.122363377404328
Honda,2019,20000,1,1,0,1,17.4,1497.0,117.6,5.0,14.077874822431765
Maruti,2016,120000,0,1,1,1,24.52,1248.0,88.5,7.0,13.579788224443204
Skoda,2016,11000,1,0,0,1,14.3,1598.0,103.5,5.0,13.37700559577791
Maruti,2017,25000,1,1,1,1,23.95,998.0,67.05,5.0,12.721885810807203
Maruti,2018,35000,1,1,1,1,22.0,1197.0,81.8,5.0,13.38472764187182
Maruti,2005,60000,1,1,1,4,18.9,998.0,67.1,5.0,11.695247021764184
Maruti,2011,90000,1,1,1,1,20.92,998.0,67.1,5.0,12.013700752882718
Datsun,2016,40000,1,0,1,1,20.63,1198.0,67.0,5.0,12.721885810807203
Maruti,2012,58400,0,1,1,2,19.3,1248.0,73.9,5.0,12.89921982609012
Hyundai,2006,100000,1,1,0,2,19.383089105743082,1248.0,82.85,5.0,11.461632170582678
Maruti,2011,90000,0,1,1,2,21.1,1248.0,73.9,5.0,12.611537753638338
Mahindra,2011,70000,0,1,1,2,12.05,2179.0,120.0,9.0,13.217673557208654
Hyundai,2012,100000,0,1,1,2,22.32,1582.0,126.32,5.0,12.959844447906553
Hyundai,2011,75500,0,1,1,2,23.0,1396.0,90.0,5.0,12.886641043883259
Hyundai,2018,50000,0,1,1,1,24.0,1186.0,73.97,5.0,13.38472764187182
Honda,2012,45000,1,0,1,1,18.5,1198.0,86.8,5.0,12.86099861326992
Maruti,2016,70000,0,1,1,1,28.09,1248.0,88.5,5.0,13.458835614025542
Honda,2017,6550,1,1,0,1,18.2,1199.0,88.7,5.0,13.493926933836812
Nissan,2012,9000,1,0,1,1,16.95,1498.0,97.7,5.0,13.017002861746503
Jaguar,2017,45000,0,0,0,1,19.33,1999.0,177.0,5.0,14.978661367769956
Maruti,2019,15000,0,1,1,1,25.1,1248.0,88.5,5.0,13.742939865129438
Toyota,2013,79328,0,2,1,2,12.99,2494.0,100.6,7.0,13.527828485512494
Honda,2019,40000,0,1,1,1,25.6,1498.0,97.9,5.0,13.997832114758229
Maruti,2018,44000,1,1,1,1,15.37,1196.0,73.0,7.0,12.788288265382837
Tata,2010,42000,0,1,1,1,23.03,1396.0,69.0,5.0,12.676076274775909
Hyundai,2013,120000,0,1,1,1,22.7,1582.0,126.24,5.0,13.329377546788654
Maruti,2013,58343,1,2,1,1,21.79,998.0,67.05,5.0,12.323855681186558
Ford,2003,40000,1,1,1,3,14.2,1597.0,92.0,5.0,11.918390573078392
Mahindra,2014,50000,0,1,1,1,15.1,2179.0,140.0,7.0,13.527828485512494
Maruti,2005,99361,1,1,1,2,19.7,796.0,46.3,5.0,11.407564949312402
Hyundai,2016,29000,1,1,1,1,18.6,1197.0,81.83,5.0,13.16158409055761
Tata,2010,60000,0,1,1,1,23.03,1396.0,69.0,5.0,12.206072645530174
Mahindra,2018,12000,0,0,1,1,16.55,2498.0,105.0,6.0,13.710150042306449
Maruti,2011,110000,1,1,1,4,19.7,796.0,46.3,5.0,11.711776323715394
Renault,2019,25000,1,1,1,1,23.01,999.0,67.0,5.0,12.873902018105829
Maruti,2017,120000,1,1,1,1,15.37,1196.0,73.0,5.0,12.89921982609012
Skoda,2012,60000,0,1,1,1,20.5,1598.0,103.5,5.0,13.122363377404328
Volvo,2018,2000,0,0,0,1,16.8,1984.0,150.0,5.0,14.721750953984929
Mahindra,2013,70000,0,1,1,1,12.83,2696.0,162.0,7.0,13.710150042306449
Tata,2003,70000,0,1,1,1,19.383089105743082,1248.0,82.85,5.0,10.819778284410283
Tata,2008,179150,0,1,1,2,11.57,2179.0,138.1,7.0,13.122363377404328
Ford,2014,105000,0,0,1,1,21.7,1498.0,98.96,5.0,13.217673557208654
Maruti,2017,35000,1,1,1,1,15.37,1196.0,73.0,7.0,12.765688433465597
Tata,2013,25000,0,1,1,1,23.57,1396.0,70.0,5.0,12.577636201962656
Mahindra,2012,110000,0,1,1,2,15.96,2523.0,62.1,7.0,12.691580461311874
Maruti,2008,80000,1,1,1,2,19.383089105743082,1248.0,82.85,5.0,12.206072645530174
Hyundai,2013,80000,0,1,1,2,22.32,1582.0,126.32,5.0,12.959844447906553
Volvo,2019,20000,0,1,0,1,18.0,1969.0,190.0,5.0,15.150511624696614
Hyundai,2016,98000,0,1,1,1,19.67,1582.0,126.2,5.0,13.710150042306449
Tata,2017,155000,0,1,1,1,25.0,1396.0,69.01,5.0,12.86099861326992
Tata,2010,250000,0,1,1,1,13.93,2179.0,138.0,7.0,12.594730635321957
Nissan,2011,60000,1,1,1,2,18.06,1198.0,75.0,5.0,12.611537753638338
Maruti,2013,24000,1,1,1,1,22.74,796.0,47.3,5.0,12.206072645530174
Hyundai,2016,17000,1,1,1,1,21.1,814.0,55.2,5.0,12.721885810807203
Maruti,2005,50000,1,1,1,1,19.383089105743082,1248.0,82.85,5.0,12.043553716032399
Volvo,2019,20000,0,1,0,1,18.0,1969.0,190.0,5.0,15.150511624696614
Toyota,2016,69500,0,1,1,2,12.99,2494.0,100.6,8.0,13.95614168770402
Maruti,2018,40000,1,1,0,1,22.0,1197.0,81.8,5.0,13.122363377404328
Hyundai,2012,80000,0,1,1,2,21.9,1396.0,88.76,5.0,12.611537753638338
Hyundai,2012,65000,1,1,1,1,21.1,814.0,55.2,5.0,12.154779351142624
Maruti,2018,14000,1,1,1,1,20.51,998.0,67.04,5.0,12.971540487669746
Maruti,2018,35000,1,1,0,1,20.51,998.0,67.0,5.0,12.948009990259552
Hyundai,2016,30000,1,1,1,1,15.29,1591.0,121.3,5.0,13.458835614025542
Hyundai,2015,128000,1,1,1,1,18.9,1197.0,82.0,5.0,12.89921982609012
Maruti,2018,36000,0,0,1,1,28.09,1248.0,88.5,5.0,13.790192749979985
Tata,2009,100000,0,1,1,2,17.0,1405.0,71.0,5.0,11.736069016284437
Renault,2018,20000,1,1,1,1,23.01,999.0,67.0,5.0,12.524526376648708
Maruti,2009,60000,1,1,1,1,19.0,998.0,66.1,5.0,12.611537753638338
Hyundai,2017,35000,1,0,1,1,17.0,1197.0,80.0,5.0,13.304684934198283
Maruti,2011,50000,1,1,1,3,20.92,998.0,67.1,5.0,11.84939770159144
Honda,2016,56494,1,2,1,1,18.2,1199.0,88.7,5.0,13.217673557208654
Hyundai,2018,40000,1,1,1,1,20.14,1197.0,81.86,5.0,13.081541382884074
Maruti,2019,35700,0,0,1,1,28.4,1248.0,74.02,5.0,13.592367006650065
Maruti,2015,54723,0,0,1,1,25.2,1248.0,74.0,5.0,13.060487973686241
Honda,2006,100000,1,1,1,2,17.7,1497.0,78.0,5.0,12.301382825334498
Tata,2018,8000,0,0,0,1,21.5,1497.0,108.5,5.0,13.840203170554645
Hyundai,2014,76000,0,0,1,1,22.54,1396.0,88.73,5.0,13.217673557208654
Hyundai,2015,40000,1,1,1,1,17.01,1591.0,121.3,5.0,13.38472764187182
Chevrolet,2008,80000,1,1,1,1,16.0,995.0,63.0,5.0,11.232245487201833
Honda,2015,110000,0,1,1,1,24.5,1498.0,98.6,7.0,13.38472764187182
Chevrolet,2013,120000,0,1,1,2,13.58,2499.0,72.4,10.0,13.025852477023484
Hyundai,2015,35000,1,0,1,2,17.7,1497.0,113.42,5.0,13.199324418540456
Hyundai,2015,70000,1,1,1,1,18.6,1197.0,81.83,5.0,13.122363377404328
Hyundai,2014,50000,1,1,1,1,21.1,814.0,55.2,5.0,12.577636201962656
Maruti,2015,75000,1,0,1,1,20.52,1197.0,81.8,5.0,12.959844447906553
Volvo,2019,20000,0,1,0,1,18.0,1969.0,190.0,5.0,15.150511624696614
Maruti,2012,60000,1,1,1,3,18.9,998.0,67.1,5.0,12.301382825334498
Honda,2018,15000,0,1,1,1,25.5,1498.0,98.6,5.0,13.849911984681606
Hyundai,2017,19000,1,1,1,1,18.6,1197.0,81.83,5.0,13.262125319779487
Honda,2019,7032,1,2,0,1,19.0,1199.0,88.76,5.0,13.565766324852886
Chevrolet,2016,60000,0,1,1,2,12.2,1994.0,105.3,10.0,12.923909999653127
Hyundai,2017,10000,1,1,0,1,18.9,1197.0,81.86,5.0,13.217673557208654
Maruti,2017,60000,0,1,1,1,28.09,1248.0,88.5,5.0,13.38472764187182
Tata,2015,25000,0,1,1,1,22.95,1248.0,74.0,5.0,13.071070083016778
Maruti,2016,86000,0,1,1,1,24.3,1248.0,88.5,5.0,13.458835614025542
Renault,2012,110000,0,1,1,2,19.01,1461.0,108.45,5.0,13.122363377404328
Mahindra,2017,52236,0,0,1,1,15.4,2179.0,120.0,7.0,13.764217263576723
Maruti,2012,200000,0,1,1,2,20.77,1248.0,88.76,7.0,13.235692062711331
Mahindra,2012,100000,0,1,1,2,14.0,2498.0,112.0,8.0,12.923909999653127
Tata,2004,120000,0,1,1,2,16.8,1405.0,62.0,5.0,11.350406535472453
Maruti,2016,110000,0,1,1,1,24.52,1248.0,88.5,7.0,13.493926933836812
Mahindra,2012,120000,0,1,1,1,12.05,2179.0,120.0,8.0,13.17115354157376
Maruti,2013,60000,1,1,1,4,18.6,1197.0,85.8,5.0,12.676076274775909
Maruti,2013,35000,1,1,1,2,18.6,1197.0,85.8,5.0,13.017002861746503
Nissan,2014,150000,0,1,1,1,19.01,1461.0,108.5,5.0,13.199324418540456
Maruti,2014,70000,0,1,1,4,23.4,1248.0,74.0,5.0,13.038979594549872
Tata,2012,90000,0,1,1,1,22.3,1248.0,74.0,5.0,12.206072645530174
Maruti,2017,30000,1,1,1,1,23.95,998.0,67.05,5.0,12.611537753638338
Hyundai,2019,4000,1,1,1,1,20.3,1086.0,68.0,5.0,12.896716695872
Nissan,2013,50000,0,1,1,1,21.64,1461.0,84.8,5.0,12.691580461311874
Maruti,2007,57000,1,1,1,1,19.7,796.0,46.3,5.0,11.813030057420567
Honda,2016,56494,1,2,1,1,18.2,1199.0,88.7,5.0,13.217673557208654
Mahindra,2018,15000,1,1,1,1,18.15,1198.0,82.0,6.0,12.89921982609012
Hyundai,2015,70000,1,1,0,2,18.9,1197.0,82.0,5.0,12.89921982609012
Tata,2010,80000,1,1,1,3,15.0,1368.0,90.0,5.0,11.918390573078392
Maruti,2018,5000,1,1,1,1,22.0,1197.0,81.8,5.0,13.217673557208654
Toyota,2013,73000,0,1,1,1,12.99,2494.0,100.0,8.0,13.710150042306449
Maruti,2000,70000,1,1,1,4,16.1,796.0,37.0,4.0,11.289781913656018
Maruti,2005,60000,1,1,1,3,19.383089105743082,1248.0,82.85,5.0,10.819778284410283
Maruti,2018,40000,1,1,1,1,19.0,1197.0,85.8,5.0,13.304684934198283
BMW,2018,22000,0,1,0,1,17.09,2993.0,261.4,4.0,15.520258650202699
Tata,2012,120000,0,1,1,1,13.93,2179.0,138.03,7.0,12.691580461311874
Mahindra,2013,110000,0,1,1,2,12.05,2179.0,120.0,8.0,13.304684934198283
Mahindra,2014,139000,0,1,0,1,11.79,2179.0,120.0,8.0,13.37700559577791
Hyundai,2016,35000,0,1,1,1,24.4,1120.0,71.0,5.0,13.217673557208654
Maruti,2019,14000,0,1,1,1,25.47,1248.0,88.5,7.0,13.997832114758229
Maruti,2017,75000,0,1,1,1,24.3,1248.0,88.5,5.0,13.560618308335483
Renault,2019,5000,1,1,1,1,20.0,999.0,72.0,7.0,13.304684934198283
Chevrolet,2009,80000,1,1,1,2,12.9,1598.0,102.5,5.0,12.429216196844383
Toyota,2009,170000,0,1,1,3,12.8,2494.0,102.0,8.0,13.237476184504834
Volvo,2018,2000,0,0,0,1,16.8,1984.0,150.0,5.0,14.721750953984929
Maruti,2018,32600,0,0,1,1,24.3,1248.0,88.5,5.0,13.617058399727497
Maruti,2010,200000,1,1,1,1,17.5,1197.0,85.8,5.0,12.254862809699606
Hyundai,2012,103655,0,1,1,2,22.32,1582.0,126.3,5.0,12.89921982609012
Hyundai,2009,70000,1,1,1,2,20.36,1197.0,78.9,5.0,12.201060103706629
Ashok,2013,200000,0,1,1,2,20.07,1461.0,75.0,8.0,12.611537753638338
Toyota,2016,68089,1,2,0,1,19.16,2494.0,157.7,5.0,14.508657738524219
Ford,2012,90000,1,1,1,2,15.3,1596.0,99.6,5.0,12.4529327234617
Maruti,2017,42000,1,1,1,1,21.4,1197.0,83.1,5.0,13.180632285528304
Tata,2010,100000,0,1,1,2,13.93,2179.0,138.1,7.0,12.367340793126296
Hyundai,2019,5000,1,1,1,1,20.3,1086.0,68.0,5.0,13.142164043914272
Maruti,2012,56000,0,1,1,2,22.9,1248.0,74.0,5.0,12.959844447906553
Lexus,2019,20000,1,0,0,1,22.37,2487.0,214.56,5.0,15.454507272639919
Tata,2012,190000,0,1,1,2,19.09,1396.0,69.0,5.0,12.031719258385396
Maruti,2012,130376,0,0,1,2,23.2,1248.0,73.94,5.0,12.487485104968359
Maruti,2018,10000,1,1,1,1,21.4,1197.0,83.1,5.0,13.345506928718539
Hyundai,2016,80000,1,1,1,2,19.1,1197.0,82.0,5.0,12.765688433465597
Maruti,2017,60000,0,1,1,1,28.09,1248.0,88.5,5.0,13.487006490992238
Ford,2010,80000,1,1,1,2,15.6,1196.0,70.0,5.0,12.429216196844383
Maruti,2010,100000,1,1,1,4,14.0,796.0,37.5,5.0,11.002099841204238
Ford,2019,10000,1,1,1,2,17.0,1497.0,121.31,5.0,13.693342923990066
Maruti,2014,40000,1,1,1,1,19.0,998.0,66.1,5.0,12.429216196844383
Toyota,2010,125000,0,1,1,2,11.5,2982.0,171.0,7.0,13.592367006650065
Ford,2011,93500,0,1,1,2,18.6,1388.0,67.0,5.0,12.765688433465597
Hyundai,2008,70000,1,1,1,3,19.81,1086.0,68.05,5.0,12.043553716032399
Maruti,2018,120000,0,1,1,1,23.4,1248.0,74.0,5.0,13.270783382522602
Toyota,2014,121000,0,1,1,3,12.99,2494.0,100.6,7.0,13.458835614025542
Honda,2017,6750,1,1,1,1,18.5,1198.0,86.8,5.0,13.017002861746503
Toyota,2010,151000,0,1,1,2,11.5,2982.0,171.0,7.0,13.592367006650065
Ford,2013,120000,0,1,1,2,20.0,1399.0,68.1,5.0,12.691580461311874
Mahindra,2016,112000,0,0,1,2,15.4,1997.0,120.0,7.0,13.815510557964274
Volkswagen,2010,120000,0,1,1,3,20.54,1598.0,103.6,5.0,12.676076274775909
Ford,2012,54000,0,1,1,1,20.0,1399.0,68.0,5.0,12.611537753638338
Maruti,2018,25000,1,1,0,1,21.4,1197.0,83.1,5.0,13.592367006650065
Maruti,2017,55000,1,1,1,1,20.85,1197.0,83.14,5.0,13.081541382884074
Chevrolet,2016,110000,0,1,1,2,18.2,1248.0,73.74,7.0,12.948009990259552
Maruti,2019,9000,0,1,1,1,24.3,1248.0,88.5,5.0,13.698976741708323
Maruti,2004,60000,1,1,1,2,19.7,796.0,46.3,5.0,11.678439903447801
Toyota,2012,148000,0,1,1,2,19.383089105743082,1248.0,82.85,5.0,13.017002861746503
Chevrolet,2011,41000,1,1,1,1,18.0,995.0,62.0,5.0,12.037653993905211
Maruti,2016,70000,0,1,1,1,25.2,1248.0,74.0,5.0,13.304684934198283
Honda,2017,60000,0,1,1,2,25.8,1498.0,98.6,5.0,13.151922179645874
Volkswagen,2019,2000,1,0,1,1,16.2,1199.0,74.0,5.0,13.36138027787483
Hyundai,2007,110000,1,1,1,2,15.3,1341.0,83.0,5.0,11.695247021764184
Hyundai,2014,28800,1,0,1,1,18.6,1197.0,81.83,5.0,13.091902108061824
Honda,2018,10200,1,1,1,1,17.4,1497.0,117.6,5.0,13.763164077592064
Tata,2000,120000,0,1,1,4,12.2,1948.0,68.0,10.0,11.461632170582678
Maruti,2016,52000,0,1,1,1,23.65,1248.0,88.5,5.0,13.422467969854667
Maruti,2017,10000,1,0,1,1,23.1,998.0,67.04,5.0,13.091902108061824
Fiat,2015,67000,0,1,1,1,21.2,1248.0,75.0,5.0,13.217673557208654
Tata,2018,40000,1,1,1,1,23.84,1199.0,84.0,5.0,12.89921982609012
Maruti,2016,110000,0,1,1,1,24.3,1248.0,88.5,5.0,13.321214236149494
Maruti,2013,50000,1,1,1,1,22.74,796.0,47.3,5.0,12.206072645530174
Toyota,2014,50000,0,1,1,1,12.99,2494.0,100.6,7.0,13.527828485512494
Renault,2016,9656,1,1,1,1,25.17,799.0,53.3,5.0,12.782686009834167
Ford,2019,9500,1,1,1,1,18.16,1196.0,86.8,5.0,13.180632285528304
Maruti,2018,24400,1,1,1,1,22.0,1197.0,81.8,5.0,13.217673557208654
Maruti,2010,25000,1,1,1,2,19.7,796.0,46.3,5.0,12.100712129872347
Mahindra,2015,75262,0,1,1,1,15.4,2179.0,120.0,7.0,13.764217263576723
Maruti,2013,37659,0,1,1,1,20.77,1248.0,88.8,7.0,13.458835614025542
Volkswagen,2020,25000,0,1,1,1,21.66,1498.0,108.62,5.0,13.592367006650065
Maruti,2016,60000,1,0,1,1,21.79,998.0,67.05,5.0,12.779873068457553
BMW,2019,8500,0,0,0,1,16.78,1995.0,190.0,5.0,15.520258650202699
Tata,2012,120000,0,1,1,1,15.42,1405.0,70.0,7.0,12.429216196844383
Tata,2017,15000,1,1,1,1,17.57,1193.0,88.7,5.0,12.936033799212835
Hyundai,2016,80000,1,1,1,2,18.9,1197.0,82.0,5.0,12.89921982609012
Maruti,2007,78000,1,1,1,2,16.1,1298.0,88.2,5.0,12.043553716032399
Maruti,2010,75000,1,1,1,2,19.7,796.0,46.3,5.0,12.043553716032399
Renault,2018,31000,1,0,1,1,23.01,999.0,67.0,5.0,13.122363377404328
Renault,2014,80000,0,1,1,1,19.01,1461.0,108.45,5.0,13.030245895511662
Maruti,1997,120000,1,1,1,1,16.1,796.0,37.0,4.0,10.596634733096073
Hyundai,2011,80000,1,1,1,1,17.0,1197.0,80.0,5.0,12.66032791780777
Toyota,2013,67000,0,1,1,1,23.59,1364.0,67.1,5.0,13.017002861746503
Maruti,2020,5000,1,1,1,1,21.21,1197.0,81.8,5.0,13.253391639810733
Maruti,2015,20000,1,1,1,2,20.51,998.0,67.04,5.0,12.818551923022664
Maruti,2013,85000,1,1,1,1,22.74,796.0,47.3,5.0,12.128111104060462
Honda,2017,69000,0,0,1,1,25.6,1498.0,97.9,5.0,13.737549016494562
Chevrolet,2006,94000,1,1,1,2,17.4,1599.0,104.0,5.0,12.154779351142624
Honda,2016,56494,1,2,1,1,18.2,1199.0,88.7,5.0,13.217673557208654
Tata,2007,110000,0,1,1,3,16.8,1405.0,62.0,5.0,11.289781913656018
Honda,2019,1500,1,1,0,1,18.2,1199.0,88.7,5.0,13.641157170819497
Maruti,2008,70000,1,1,1,3,19.7,796.0,46.3,5.0,11.695247021764184
Maruti,2008,35008,1,0,1,1,21.79,998.0,67.05,5.0,12.30591798049989
Hyundai,2013,40000,1,1,1,2,21.1,814.0,55.2,5.0,12.367340793126296
Maruti,2011,65000,1,1,0,3,12.6,1586.0,103.3,5.0,12.301382825334498
Maruti,2016,40000,1,1,1,1,23.95,998.0,67.05,5.0,12.628067055589549
Ford,2014,80000,0,1,1,1,20.0,1399.0,68.05,5.0,12.611537753638338
Mahindra,2018,60000,0,1,1,1,15.1,2179.0,152.87,7.0,14.22097566607244
Honda,2018,43000,0,1,1,1,27.4,1498.0,98.63,5.0,13.458835614025542
Maruti,2018,38817,0,0,1,1,27.39,1248.0,74.0,5.0,13.514405465180353
Maruti,2016,120000,0,1,1,1,24.52,1248.0,88.5,7.0,13.474427708785377
Tata,2012,67500,0,1,1,1,12.2,1948.0,68.0,10.0,12.206072645530174
Hyundai,2017,40000,0,1,1,2,22.0,1582.0,126.2,5.0,13.664687668229691
Maruti,2008,90000,0,1,1,3,19.383089105743082,1248.0,82.85,5.0,12.429216196844383
Chevrolet,2014,50000,0,1,1,1,25.44,936.0,56.3,5.0,12.301382825334498
BMW,2019,8500,0,0,0,1,16.78,1995.0,190.0,5.0,15.520258650202699
Tata,2015,80000,0,1,1,1,15.3,2956.0,83.83,7.0,12.983099011217604
Toyota,2015,125000,0,1,1,1,23.59,1364.0,67.05,5.0,13.122363377404328
Renault,2016,30000,1,1,1,1,25.17,799.0,53.3,5.0,12.468436909997665
Honda,2015,30000,1,1,0,1,18.0,1497.0,117.3,5.0,13.764217263576723
Maruti,2017,30000,0,1,1,1,25.2,1248.0,74.0,5.0,13.270783382522602
Hyundai,2014,30000,1,1,1,2,18.5,1197.0,82.85,5.0,12.706847933442663
Hyundai,2018,50000,0,1,1,1,22.54,1396.0,88.73,5.0,13.652991628466498
Hyundai,2005,86000,1,1,1,1,15.3,1341.0,83.0,5.0,11.082142548877775
Maruti,2019,10000,1,1,1,1,20.52,1197.0,81.8,5.0,13.102160670086809
Volvo,2018,2000,0,0,0,1,16.8,1984.0,150.0,5.0,14.721750953984929
Maruti,2018,10000,1,1,1,2,21.4,1197.0,83.1,5.0,13.458835614025542
Hyundai,2011,80000,1,1,1,2,20.36,1197.0,78.9,5.0,12.323855681186558
Mahindra,2009,155000,0,1,0,2,11.79,2179.0,120.0,8.0,13.304684934198283
Chevrolet,2012,60000,1,1,1,3,18.6,1199.0,79.4,5.0,11.695247021764184
Mercedes-Benz,2017,37000,0,0,0,1,13.5,2987.0,254.79,5.0,15.60727002719233
Maruti,2014,110000,0,1,1,1,23.4,1248.0,74.0,5.0,13.142164043914272
Maruti,2019,9850,0,1,0,1,24.3,1248.0,88.5,5.0,13.840203170554645
Nissan,2013,120000,0,1,1,1,21.64,1461.0,84.8,5.0,12.765688433465597
Honda,2010,25000,1,1,0,1,16.8,1497.0,118.0,5.0,13.592367006650065
Maruti,2019,3000,1,1,1,1,21.01,1197.0,81.8,5.0,13.541073712262515
Maruti,2015,90000,0,1,1,1,26.21,1248.0,88.5,5.0,13.345506928718539
Hyundai,2012,80000,0,1,1,2,22.32,1582.0,126.32,5.0,12.936033799212835
Maruti,2014,35000,1,1,1,1,20.51,998.0,67.04,5.0,12.765688433465597
Chevrolet,2016,110000,0,1,1,2,18.2,1248.0,73.74,7.0,12.542544882151386
Maruti,2008,40000,1,1,1,1,18.2,1061.0,64.0,5.0,11.695247021764184
Maruti,2018,15000,1,0,1,1,22.0,1197.0,81.8,5.0,13.527828485512494
Maruti,2009,110000,0,1,1,1,19.383089105743082,1248.0,82.85,5.0,12.254862809699606
Hyundai,2007,120000,1,1,1,2,13.2,1495.0,94.0,5.0,11.289781913656018
Hyundai,2013,61500,1,0,1,1,18.5,1197.0,82.85,5.0,13.17115354157376
Hyundai,2017,30000,1,1,1,1,18.6,1197.0,81.83,5.0,13.458835614025542
Toyota,2014,80000,0,1,0,2,12.55,2982.0,168.7,7.0,14.151982794585487
Tata,2011,25000,1,1,1,2,26.0,624.0,35.0,4.0,10.736396675471232
Ford,2012,70000,0,1,1,4,20.0,1399.0,68.0,5.0,11.84939770159144
Maruti,2015,50000,0,1,1,1,26.59,1248.0,74.0,5.0,13.304684934198283
Tata,2007,120000,0,1,1,2,17.0,1405.0,70.0,5.0,11.918390573078392
Renault,2014,114000,0,1,1,1,19.01,1461.0,108.45,5.0,13.304684934198283
Honda,2015,60000,0,1,1,1,27.3,1498.0,98.6,5.0,13.17115354157376
Ford,2010,110000,0,1,1,2,20.0,1399.0,68.0,5.0,12.206072645530174
Ford,2012,79990,0,0,1,2,17.8,1399.0,67.0,5.0,12.765688433465597
Hyundai,2008,55000,1,1,1,2,13.9,1599.0,103.2,5.0,11.652678711655406
Ford,2013,62000,0,0,1,1,13.1,2499.0,141.0,7.0,13.458835614025542
Mahindra,2012,70000,0,1,1,1,17.21,1493.0,100.0,7.0,12.429216196844383
Maruti,2016,8588,1,1,1,1,22.0,1197.0,81.8,5.0,13.217673557208654
Maruti,2009,95000,1,1,1,2,19.0,998.0,66.1,5.0,12.072541252905651
Tata,2014,110000,0,1,1,2,13.49,2179.0,138.03,5.0,12.994530005894443
Mahindra,2014,80000,0,1,0,1,11.79,2179.0,120.0,8.0,13.592367006650065
Toyota,2017,18890,0,0,0,1,11.36,2755.0,171.5,7.0,14.430696197054507
Hyundai,2017,52000,1,1,1,1,17.0,1197.0,81.86,5.0,12.971540487669746
Ford,2012,60000,0,1,1,2,23.5,1498.0,88.7,5.0,12.542544882151386
Maruti,2008,152500,0,1,1,1,17.8,1248.0,75.0,5.0,12.367340793126296
Maruti,2018,38817,0,0,1,1,27.39,1248.0,74.0,5.0,13.514405465180353
Mahindra,2015,188000,0,1,1,1,16.0,2179.0,140.0,7.0,13.764217263576723
Tata,2014,78000,0,0,1,2,15.05,2179.0,147.9,7.0,13.17115354157376
Lexus,2019,20000,1,0,0,1,22.37,2487.0,214.56,5.0,15.454507272639919
Ford,2013,62000,0,0,1,1,13.1,2499.0,141.0,7.0,13.458835614025542
Volkswagen,2011,110000,1,1,1,1,16.47,1198.0,73.9,5.0,13.017002861746503
Mahindra,2012,120000,0,1,1,1,15.96,2523.0,62.1,7.0,12.971540487669746
Maruti,2010,110000,0,1,1,4,17.8,1248.0,75.0,5.0,12.765688433465597
Maruti,2013,88200,0,1,1,1,23.2,1248.0,73.94,5.0,12.834681304952548
Toyota,2017,50000,0,1,0,1,15.04,2755.0,174.5,7.0,14.897315728316002
Datsun,2017,60000,1,1,1,1,22.5,999.0,67.0,5.0,12.301382825334498
